RFI Begagnade/återbrukade möbler,Ystads Kommun,2019-08-21,
Solavskärmning,Kungsbacka kommun,2019-08-21,"2019-09-23
I morgon"
Täckning av delar av inre hamnbassängen m. m.,Oskarshamns kommun,2019-08-21,"2019-09-25 23:59
Om 4 dagar"
Transport och omhändertagande av avvattnat slam,Skövde kommun,2019-08-21,"2019-09-30
Om 9 dagar"
Samhällsvetenskapliga utvärderingstjänster,NATURVÅRDSVERKET,2019-08-21,"2019-09-23
I morgon"
Ramavtalsupphandling: Konsttransporter och lådtillverkning,Moderna Museet,2019-08-21,"2019-09-25
Om 4 dagar"
Ramavtal för maskintjänster,Haparanda kommun,2019-08-21,"2019-09-30
Om 9 dagar"
Gillershöjden 18:1,Länsgården Fastigheter Aktiebolag,2019-08-21,"2019-10-25
Om 34 dagar"
Badkläder,Östersunds kommun,2019-08-21,"2019-09-23
I morgon"
Software for generalization of bathymetric data in nautical charts.,Sjöfartsverket,2019-08-21,"2019-10-13
Om 22 dagar"
Ramavtal elservice,Mönsterås Bostäder AB,2019-08-21,"2019-09-23
I morgon"
Dryckesautomater Avesta Norberg Södra Dalarnas Räddningstjänstförbund,Avesta kommun,2019-08-21,"2019-09-25
Om 4 dagar"
Ersättningsetablering sjukgymnastik/fysioterapi heltid,"Region Skåne, Koncerninköp",2019-08-21,"2019-10-18
Om 27 dagar"
Ramavtal byggservice,Mönsterås Bostäder AB,2019-08-21,"2019-09-23
I morgon"
"Arbetskläder - larmställ, räddningstjänsten",Arvika kommun,2019-08-21,"2019-09-23
I morgon"
Kontrollmaterial Laboratoriemedicin,Jönköpings läns landsting,2019-08-21,"2019-09-23
I morgon"
Instrument och reagens för analys av autoantikroppar.,Karolinska Universitetssjukhuset,2019-08-21,"2019-09-25
Om 4 dagar"
Nätverk som tjänst,Helsingborgshem AB,2019-08-21,"2019-09-23
I morgon"
Upphandling av containrar,Gotlands kommun,2019-08-21,"2019-09-23
I morgon"
Rörinfodring för VA,Hallstahammars kommun,2019-08-21,"2019-09-27
Om 6 dagar"
Textilslöjdsmaterial med tillbehör,Östersunds kommun,2019-08-21,"2019-09-23
I morgon"
Ortodonti,Region Östergötland,2019-08-21,"2019-10-02
Om 11 dagar"
Lastbil,Hallstahammars kommun,2019-08-21,"2019-09-27
Om 6 dagar"
Rekryteringskonsulter,Lantmäteriet,2019-08-21,"2019-09-23
I morgon"
Ommålning av Gallerian P-hus,Stockholms Stads Parkerings AB,2019-08-21,"2019-09-30
Om 9 dagar"
"Mellringe IP, Nybyggnad omkläningsrum och läktare",Örebro kommun,2019-08-21,"2019-09-23
I morgon"
Björkås aktivitetspark - upprustning och nybyggnation av parkmiljö,Förbo Aktiebolag,2019-08-21,"2019-10-04
Om 13 dagar"
Ortopedtekniska åtgärder på skor,Västra Götalandsregionen,2019-08-20,"2019-09-23
I morgon"
Upphandling Behandlingstjänster,Nodra AB,2019-08-21,"2019-09-23
I morgon"
Ny Gymnastik- och Tennishall i Höganäs - Lerberget 49:696,Höganäs kommun,2019-08-21,"2019-10-09
Om 18 dagar"
Bjuv Landsbygd GSF-Åstorp GSF,IP-Only Networks AB,2019-08-20,"2019-09-29
Om 8 dagar"
Riskanalyser för spåranläggningar,Göteborgs stad Trafikkontoret,2019-08-20,"2019-09-23
I morgon"
"Kolborydsvägen, ny förbindelseväg till Öxeryd, Etapp 2",Lerums kommun,2019-08-20,"2019-10-15
Om 24 dagar"
Kökstillbehör,Malmö kommun,2019-08-20,"2019-09-27
Om 6 dagar"
Ramavtal Arkitekt,Lunds Kommuns Parkeringsaktiebolag,2019-08-20,"2019-09-30
Om 9 dagar"
Synhjälpmedel - daisy fickminne,Västra Götalandsregionen,2019-08-20,"2019-09-26
Om 5 dagar"
Räddningsvästar och Flytplagg,Sjöfartsverket,2019-08-20,"2019-09-23
I morgon"
Upphandling av kamerautrustning och tillbehör,Skatteverket,2019-08-20,"2019-09-23 23:59
I morgon"
Ramavtal Konstruktör,Lunds Kommuns Parkeringsaktiebolag,2019-08-20,"2019-09-30
Om 9 dagar"
Ramavtal Montage och hyra av byggnadsställningar för bolagen ingående i Sandviken Energi-koncernen,Sandviken Energi Aktiebolag,2019-08-20,"2019-09-23
I morgon"
Onlinemätning Grundvattennivåer,Sandviken Energi Aktiebolag,2019-08-20,"2019-09-30
Om 9 dagar"
Ersättningsetablering läkarvårdsersättning gynekologi heltid,"Region Skåne, Koncerninköp",2019-08-20,"2019-10-17
Om 26 dagar"
Fortbildning av rådgivare inom djurvälfärd,Statens Jordbruksverk,2019-08-20,"2019-09-30
Om 9 dagar"
Livsmedel bryggerivaror,Göteborgs Stad Inköp och upphandling,2019-08-20,"2019-09-23
I morgon"
Ramavtal - Beläggningsarbeten,Täby kommun,2019-08-20,"2019-09-27
Om 6 dagar"
Budtransporttjänster,Stockholms läns landsting,2019-08-20,"2019-10-04
Om 13 dagar"
Beställningscentral,Gotlands kommun,2019-08-20,"2019-09-30
Om 9 dagar"
Renovering av Industrien 10 - Stig Inn,Markaryds kommun,2019-08-20,"2019-09-30
Om 9 dagar"
"Upphandling av nybyggnad av värphönsstall och äggpackeri, Landsberga kungsgård",Statens fastighetsverk,2019-08-20,"2019-09-30
Om 9 dagar"
"Totalentrepenad, tillbyggnad av Värmeverk, Olofströms Kraft AB",Olofströms Kraft AB,2019-08-19,"2019-09-27
Om 6 dagar"
Strategiska varumärksetjänster,AB Stångåstaden,2019-08-19,"2019-09-24
Om 3 dagar"
Motorbyte Pilot 737 SE,Sjöfartsverket,2019-08-19,"2019-10-16
Om 25 dagar"
"TI 2019-1102 Entreprenad rivning Rönninge 6:3, 6:5 och Rönnen 7 Salems kommun",Telge Inköp AB,2019-08-19,"2019-09-27
Om 6 dagar"
Skyltar,Kungliga Tekniska högskolan,2019-08-19,"2019-09-23
I morgon"
Digitala contentbyråtjänster,AB Stångåstaden,2019-08-19,"2019-09-24
Om 3 dagar"
Markströmsaggregat,Sjöfartsverket,2019-08-19,"2019-09-25
Om 4 dagar"
Revisionstjänster Hjo kommun,Hjo kommun,2019-08-19,"2019-09-23
I morgon"
"Elektronisk Jacquardmaskin, fullbreddsrapport, inkl. inrett harnesk för minimum 14.000 varptrådar",Högskolan i Borås,2019-08-19,"2019-09-23
I morgon"
Livsmedel 2020,Lapplands Kommunalförbund,2019-08-19,"2019-10-20
Om 29 dagar"
Ersättningsetablering Sjukgymnastik/fysioterapi heltid,"Region Skåne, Koncerninköp",2019-08-19,"2019-10-16
Om 25 dagar"
"Färskt kött, charkuteri och korvprodukter",Ronneby kommun,2019-08-19,"2019-09-23
I morgon"
Viggbyskolan - Ny skolbyggnad,Täby kommun,2019-08-19,"2019-10-18
Om 27 dagar"
Dialysbehandling,Jönköpings läns landsting,2019-08-19,"2019-10-02
Om 11 dagar"
TI 2019-2013 Ramavtal Trafik och vägmarkeringar Södertälje,Telge Inköp AB,2019-08-19,"2019-09-24
Om 3 dagar"
TI 2019-1003 Nybyggnation av Fågelsången skola och idrottshall Salems kommun,Telge Inköp AB,2019-08-19,"2019-11-08
Om 48 dagar"
Ultraljud Kvinnokliniken 2019,Blekinge Läns Landsting,2019-08-17,"2019-09-23
I morgon"
Ersättningsetablering Läkarvårdsersättning Ögonsjukdomar,Västra Götalandsregionen,2019-08-16,"2019-10-01
Om 10 dagar"
Mikroskop till Laboratorieverksamheter och Vårdcentraler,Region Östergötland,2019-08-16,"2019-09-22
Idag"
Procurement of Desktop Scanning Electron Microscope,Naturhistoriska riksmuseet,2019-08-19,"2019-09-29
Om 8 dagar"
Chefscoachning,Kriminalvården,2019-08-16,"2019-10-04
Om 13 dagar"
Fordonsbesiktning,Uddevalla kommun,2019-08-16,"2019-10-10
Om 19 dagar"
Täby simhall - Nybyggnad,Täby kommun,2019-08-16,"2019-10-11
Om 20 dagar"
"E2 - Ny rötkammare Nynäshamn, Maskin & Bygg",Nynäshamns kommun,2019-08-16,"2019-09-24
Om 3 dagar"
"Artroskopistaplar med förbrukningsmaterial till operationsavdelningen, sektion ortopedi i Region Sörmland",Region Sörmland,2019-08-16,"2019-09-30
Om 9 dagar"
TI 2019-1076 Konstgräsplan Enhörna,Telge Inköp AB,2019-08-16,"2019-09-23
I morgon"
Upphandling av kommunikationsbyrå,Stiftelsen för Kunskaps- och Kompetensutveckling,2019-08-16,"2019-09-27 12:00
Om 5 dagar"
RFI: Skärmspeglingsverktyg,Statens Jordbruksverk,2019-08-16,"2019-09-30
Om 9 dagar"
"Mark-, Park- och Gatuprojektering inkl. etableringsområden",Laholms kommun,2019-08-16,"2019-10-08
Om 17 dagar"
TI 2019-1065 Konstgräsplan Hölö,Telge Inköp AB,2019-08-16,"2019-09-23
I morgon"
"Österportskolan, ombyggnation och ny ventilation",Malmö kommun,2019-08-16,"2019-09-27
Om 6 dagar"
Upphandling av Utskrifts- och Kopieringssystem 2019,Linnéuniversitetet,2019-08-16,"2019-10-06
Om 15 dagar"
"Rekrytering,språk och relocation av utländsk vårdpersonal",Västra Götalandsregionen,2019-08-16,"2019-09-26
Om 5 dagar"
Valideringsstudie,Åklagarmyndigheten,2019-08-15,
Trafikutredning och gatuprojektering,"Stockholms Stad, Trafikkontoret",2019-08-15,"2019-09-30
Om 9 dagar"
Upphandling av Trafikledning till Kollektiv sjötrafik,"Stockholms läns landsting, Trafiknämnden",2019-08-16,"2019-10-03
Om 12 dagar"
Förbrukningsmaterial till infusionspumpar 2019,Blekinge Läns Landsting,2019-08-15,
Förhandsannons projekt Viksjöskolan luft- och värmesystem,Järfälla kommun,2019-08-15,
Ny lastbil med flakväxlare och kran,Olofströms Kraft AB,2019-08-15,"2019-09-30
Om 9 dagar"
Avloppspumpstation V1 Veinge,Halmstads kommun,2019-08-15,"2019-10-03
Om 12 dagar"
Avfallshantering 2019,Malmö Universitet,2019-08-15,"2019-09-25
Om 4 dagar"
Kv Eken 7 Växjö - Ulriksbergskolan,"VÖFAB, Växjö Fastighetsförvaltning Aktiebolag",2019-08-14,
"Förskolan Kastanjen, nybyggnation",Skolfastigheter i Stockholm AB (SISAB),2019-08-14,"2019-09-25
Om 4 dagar"
"Upphandling av 5-årsöversyn Calmar Nyckel, IMO 6913584",Linnéuniversitetet,2019-08-15,"2019-09-23
I morgon"
Förhandsinsyn avseende förhöjningsramp,Stockholms läns sjukvårdsområde,2019-08-14,
2-fack sopbil till LRV,Lunds kommun,2019-08-14,"2019-09-23
I morgon"
Transporter till Hjälpmedelscenter Region Blekinge 2020,Blekinge Läns Landsting,2019-08-14,"2019-09-25
Om 4 dagar"
Generalkonsultuppdrag-P-hus Masthugget Väst,Göteborgs Stads Parkerings AB,2019-08-14,"2019-10-03
Om 12 dagar"
Avfallshämtning,Gotlands kommun,2019-08-14,"2019-10-14
Om 23 dagar"
Värdetransporter mm,Stockholms läns landsting,2019-08-13,"2019-09-24
Om 3 dagar"
"IT-Säkerhet som tjänst, Storstockholms brandförsvar",Storstockholms brandförsvar,2019-08-13,"2019-09-30
Om 9 dagar"
Livsmedel - Grossist,Region Halland,2019-08-14,"2019-10-13
Om 22 dagar"
Ramavtal för hyra av anläggningsmaskiner- och anläggningsfordon inklusive förare A 35-2019.,Degerfors kommun,2019-08-13,"2019-09-24
Om 3 dagar"
Livsmedel - Grossist,Haparanda kommun,2019-08-13,"2019-09-30
Om 9 dagar"
Ersättningsetablering Sjukgymnastik/Fysioterapi heltid,"Region Skåne, Koncerninköp",2019-08-13,"2019-10-10
Om 19 dagar"
IT-arbetsplats,Kronobergs läns landsting,2019-08-12,"2019-09-27
Om 6 dagar"
4-fack sopbil till LRV,Lunds kommun,2019-08-12,"2019-09-23
I morgon"
Instrumenttekniker,Växjö Energi Aktiebolag,2019-08-09,"2019-09-27
Om 6 dagar"
Hyra och uppställning av Paviljonger,Mölndals stad,2019-08-09,"2019-10-07
Om 16 dagar"
"Ombyggnad/modernisering stora hisshallen hus 04, hiss 22-29 vid Västmanlands sjukhus Västerås",Region Västmanland,2019-08-12,"2019-09-23
I morgon"
Lilla Amundön - Utbyte av Vattenrening mm,Göteborgs Stad Idrotts- och föreningsförvaltningen,2019-08-09,"2019-09-26
Om 5 dagar"
Snöröjning och halkbekämpning för östra och västra Blekinge,Blekinge Läns Landsting,2019-08-09,"2019-09-23
I morgon"
Diatermiutrustning och rökutsug inklusive tillhörande tillbehör,Jönköpings läns landsting,2019-08-09,"2019-09-24
Om 3 dagar"
Upphandling revisionstjänster,Askersunds kommun,2019-08-09,"2019-09-30
Om 9 dagar"
Säkerhetsskyddad upphandling med säkerhetsskyddsavtal av konsultjänster inom krisberedskap och civilt försvar,Länsstyrelsen i Stockholms Län,2019-08-08,"2019-10-07
Om 16 dagar"
Skötsel av utemiljö & Snöröjning samt halkbekämpning,Degerforsbyggen AB,2019-08-08,"2019-10-11
Om 20 dagar"
Upphandlingsstöd - Dynamiskt inköpssystem (steg 1),"Region Skåne, Koncerninköp",2019-08-07,Ansökan kan lämnas löpande
Hemtjänst och hemsjukvård enligt LOV,Östersunds kommun,2019-08-08,Ansökan kan lämnas löpande
Generalkonsult för projektering om- och tillbyggnat ljungby lasarett,Kronobergs läns landsting,2019-08-08,"2019-10-08
Om 17 dagar"
Gräventreprenad Härjeåns 2020-2022,Härjeåns Kraft Aktiebolag,2019-08-07,"2019-10-07
Om 16 dagar"
"119006 Uppvallen, Markentreprenad, förläggning av kabel mm.",Härjeåns Nät AB,2019-08-06,"2019-10-07
Om 16 dagar"
Kunskapsparken etapp1,Lunds kommun,2019-08-06,"2019-09-26
Om 5 dagar"
Rådgivning och expertmedverkan inom Ekologisk Produktion och Greppa Näringen,Länsstyrelsen i Stockholms Län,2019-08-05,"2019-09-22
Idag"
Ersätttningsetablering Internmedicin,Stockholms läns landsting,2019-08-05,"2019-09-29
Om 8 dagar"
Ersättningsetablering läkarvårdsersättning Ortopedi heltid,"Region Skåne, Koncerninköp",2019-08-01,"2019-09-28
Om 7 dagar"
"Omlindning Av G3, Hulta vattenkraftstation",Borås Energi och Miljö AB,2019-08-05,"2019-10-27
Om 36 dagar"
Rådgivningstjänster till landsbygdsbaserade företag inom kommersiell service,Länsstyrelsen i Stockholms Län,2019-08-05,"2019-09-22
Idag"
Borrentreprenör åt Härjeåns 2020 (2021-2022). Borrning under väg och mark.,Härjeåns Nät AB,2019-08-01,"2019-10-06
Om 15 dagar"
Ersättningsetablering läkarvårdsersättning Neurologi heltid,"Region Skåne, Koncerninköp",2019-07-29,"2019-09-25
Om 4 dagar"
Profilprodukter,Västra Götalandsregionen,2019-07-26,"2019-09-23
I morgon"
Textilservice Avesta Norberg Skinnskatteberg,Avesta kommun,2019-07-24,"2019-09-30
Om 9 dagar"
Yrkeskläder och skor,Örebro kommun,2019-07-18,
Försäkringsupphandling Egendom,Länsgården Fastigheter Aktiebolag,2019-07-17,
Meddelande om frivillig förhandsinsyn,Vimmerby kommun,2019-07-25,
Tolkförmedlingstjänster,Region Uppsala,2019-07-23,
Pappers- och plastprodukter,"Region Skåne, Koncerninköp",2019-07-18,"2019-10-07
Om 16 dagar"
Facility Management (FM)-tjänster,NATURVÅRDSVERKET,2019-07-17,"2019-09-22
Idag"
Markanvisningstävling Åre/Hallen,Åre kommun,2019-07-16,"2019-09-30
Om 9 dagar"
Ombyggnad av vattenverk,Region Uppsala,2019-07-12,"2019-09-24
Om 3 dagar"
HR och lönesystem,Karlskrona kommun,2019-07-11,"2019-09-29
Om 8 dagar"
Renovering Pionjärgatan 46-62 - Etapp 3,AB Stångåstaden,2019-07-11,"2019-09-25
Om 4 dagar"
Droplet Digital PCR System,Karolinska Universitetssjukhuset,2019-07-12,
Kompletterande livsmedelsinköp,Kalmar kommun,2019-07-12,Ansökan kan lämnas löpande
Dynamiskt inköpssystem för Naturvårdstjänster,Länsstyrelsen Blekinge,2019-07-11,Ansökan kan lämnas löpande
HVC P2 Brännare Byte,Mölndal Energi Aktiebolag,2019-07-10,"2019-09-27
Om 6 dagar"
9975 Källby modernisering slambehandling,VA SYD,2019-07-10,"2019-10-14
Om 23 dagar"
"Nollpunktsutrustning Stenhammar, Lidköping",Lidköpings kommun,2019-07-10,"2019-09-30
Om 9 dagar"
Ramavtal Konsulttjänster,Tomelilla kommun,2019-07-09,"2019-09-30
Om 9 dagar"
"ROT-renovering flerfamiljshus Rakan 11 Norrbygatan 27-33, 36-52",Örebrobostäder Aktiebolag,2019-07-09,"2019-09-27 23:59
Om 6 dagar"
"Pu-åtgärder, Björnbäret 1 & Hallonet 1",Helsingborgshem AB,2019-07-10,"2019-09-30
Om 9 dagar"
Ombyggnad av Kungshult tryckstegring och Dalby högreservoar,VA SYD,2019-07-10,"2019-09-30
Om 9 dagar"
Värmepumpsanläggningar och nya luftbehandlingsaggregat,Aktiebolaget Vänersborgsbostäder,2019-07-09,"2019-10-31
Om 40 dagar"
Tunaskolans idrottshall,Lunds kommun,2019-07-09,"2019-09-27
Om 6 dagar"
Anbud ang Fibernät i Lekvattnet-Mårbacken Torsby; Försäljning och underhåll,Lekvattnet-Mårbacken fiber ekonomisk förening,2019-07-08,"2019-10-01
Om 10 dagar"
"Fastighetsutveckling 2021, Elmia Jönköping",Jönköpings kommuns Fastighetsutveckling AB,2019-07-08,"2019-09-26
Om 5 dagar"
"Nybyggnad BmSS - Boende med särskilt stöd, Kärravinkeln 14","Göteborgs Stad, Lokalförvaltningen",2019-07-05,"2019-09-27
Om 6 dagar"
Ramavtal entreprenör Målning,Sotenäsbostäder Aktiebolag,2019-07-05,"2019-09-22
Idag"
DIS: Modernisering av VA SYD:s produktionsanläggningar,VA SYD,2019-07-08,Ansökan kan lämnas löpande
Ambulanshelikoptertjänst,Gotlands kommun,2019-07-05,"2019-10-01
Om 10 dagar"
Stora torg i Eslöv -Upphandling av utförandeentreprenad,Eslövs kommun,2019-07-05,"2019-09-30
Om 9 dagar"
Ramavtal entreprenör VS,Sotenäsbostäder Aktiebolag,2019-07-05,"2019-09-22
Idag"
TI 2019-1022 Verksamhetssystem Vitec för Telge Bostäder AB,Telge Inköp AB,2019-07-04,
E47803 Bullerskärm längs E18 vid Täby,Täby kommun,2019-07-04,"2019-10-10
Om 19 dagar"
Handverktyg och verkstadsförnödenheter inkl personlig skyddsutrustning,Kriminalvården,2019-07-03,"2019-09-23
I morgon"
Skördetröska,Västra Götalandsregionen,2019-07-03,"2019-09-23
I morgon"
Ombyggnation av station H8 och byte av frånskiljare och brytare i station H2,Halmstads Energi och Miljö AB,2019-07-04,"2019-10-17
Om 26 dagar"
"Kv Hackan mm, Strategisk Partnering","AB Eidar, Trollhättans bostadsbolag",2019-07-04,"2019-09-30
Om 9 dagar"
VA-material 2019,SKL Kommentus Inköpscentral AB,2019-07-03,"2019-09-30
Om 9 dagar"
Upphandlingsplan 2019 Folktandvården Skåne AB,Folktandvården Skåne AB,2019-07-02,
Inbjudan till RFI i VGR avseende kommande upphandling Injektion och infusion,Västra Götalandsregionen,2019-07-02,
Ventilatorer Invasiv Vuxen,Danderyds Sjukhus AB,2019-07-02,"2019-09-30 23:59
Om 9 dagar"
"Drift och underhåll av gator och vägar mm, område Väster",Göteborgs stad Trafikkontoret,2019-07-02,"2019-09-25
Om 4 dagar"
Support & Underhåll Pysiotools,"Region Skåne, Koncerninköp",2019-07-01,
Webbaserade arbetspsykologiska testverktyg,"Stockholms stad, Serviceförvaltningen",2019-07-02,
Uppförande och drift av nytt särskilt boende i Höganäs kommun,Höganäs kommun,2019-07-02,"2019-10-31
Om 40 dagar"
Ramavtal entreprenörer Bygg,Sotenäsbostäder Aktiebolag,2019-07-02,"2019-09-22
Idag"
"Projektering, leverans och installation av rullstolslyft, med tillhörande hjälpsystem på sovvagn av littera WL4",SJ AB,2019-07-01,
"Ramavtal Gatuprojektering, 2020","Stockholms stad, Exploateringskontoret",2019-07-01,"2019-09-23
I morgon"
Tillbyggnad Sjötorpsskolan,Huddinge Samhällsfastigheter AB,2019-07-01,"2019-09-27
Om 6 dagar"
Arbetskläder för yrkesgrupper inom bland annat gata och park.,Malmö kommun,2019-06-28,"2019-09-23
I morgon"
Livsmedel,Båstads kommun,2019-06-28,"2019-09-24
Om 3 dagar"
Vänertåg 2020,Västtrafik AB,2019-07-01,"2019-10-01
Om 10 dagar"
Service/Underhåll vatten- och reningsverk,Alingsås kommun,2019-06-28,
Catering ABK Flen,Migrationsverket,2019-06-28,"2019-09-23
I morgon"
Ljuskällor 2018,SKL Kommentus Inköpscentral AB,2019-06-28,"2019-09-26
Om 5 dagar"
Underhåll och support av Ekonomisystem,Jämtkraft Aktiebolag,2019-06-27,
CVK,Region Östergötland,2019-06-26,"2019-09-26
Om 5 dagar"
Patientövervakning,Gotlands kommun,2019-06-26,"2019-09-23
I morgon"
Lundsbro avloppspumpstation,Borås Energi och Miljö AB,2019-06-25,"2019-09-27
Om 6 dagar"
Förhandsinsyn Pedagogisk dokumentation och ärendehantering,Kristinehamns kommun,2019-06-27,
Nytt arbetsfartyg till Trollhätte kanal,Sjöfartsverket,2019-06-26,"2019-09-26
Om 5 dagar"
Ögonsjukvård,Västra Götalandsregionen,2019-06-26,"2019-09-23
I morgon"
Operationsrobot,Region Östergötland,2019-06-24,
ADQ-Compliant AIM Production System,Luftfartsverket,2019-06-20,
Förbrukningsmaterial till GSP (Genetic screening processor),Karolinska Universitetssjukhuset,2019-06-20,
Fakturaväxel in- och utgående fakturor,Lantmäteriet,2019-06-20,
Tvättrörslinje TvA,Västra Götalandsregionen,2019-06-20,"2019-10-03
Om 12 dagar"
Patientövervakning till Region Halland,Region Halland,2019-06-20,
"Förhandsannons Sopbilar, KSRR",Kalmarsundsregionens Renhållare,2019-06-20,
Samlad utdata,Lantmäteriet,2019-06-20,
Vinterväghållning,Kristinehamns kommun,2019-06-20,Ansökan kan lämnas löpande
Diabetesmaterial,Varuförsörjningen,2019-06-19,
Dos Öppenvård 3-Klövern,Region Uppsala,2019-06-19,"2019-10-03
Om 12 dagar"
"Ny- om- & tillbyggnation förskola/skola, Sätofta 18:54",Höörs Fastighetsaktiebolag,2019-06-19,"2019-09-23
I morgon"
"Entreprenad upprustning PACKHUSKAJEN, Göteborg","Göteborgs Stad, Park- och naturförvaltningen",2019-06-18,"2019-09-26
Om 5 dagar"
Särskilt boende,Falkenbergs kommun,2019-06-19,"2019-09-30
Om 9 dagar"
Dos Öppenvård 4-Klövern,Region Uppsala,2019-06-19,"2019-10-03
Om 12 dagar"
DIS Operationslampsystem B,"Region Skåne, Koncerninköp",2019-06-18,Ansökan kan lämnas löpande
Förhandsinsyn avseende upphandling av faktureringstjänster,SJ AB,2019-06-17,
Ramavtal för konsulttjänster avseende arkitekt,Lunds Kommuns Fastighets AB,2019-06-17,"2019-09-23
I morgon"
"Förskola Södra Gränstorp, Trelleborg",Trelleborgs kommun,2019-06-17,"2019-10-31
Om 40 dagar"
Systemlösning för BIM,Gävleborgs läns landsting,2019-06-17,"2019-09-23
I morgon"
Operations- och undersökningshandskar,Varuförsörjningen,2019-06-14,
Röntgenutrustning,Tullverket,2019-06-17,Ansökan kan lämnas löpande
2019 Fullserviceleasing personbilar,Region Norrbotten,2019-06-17,"2019-09-30
Om 9 dagar"
"Ramavtal -Tekniktjänster avseende fjärrvärme, gas och fjärrkyla",Göteborg Energi Aktiebolag,2019-06-16,"2019-10-02
Om 11 dagar"
Kvalitetssäkring av ST-läkare,Stockholms läns landsting,2019-06-14,
"Eldningsprodukter och drivmedel i bulk 2018, tjockolja",SKL Kommentus Inköpscentral AB,2019-06-13,
Kommunikation- och reklambyråtjänster,Gotlands kommun,2019-06-13,
"Nybyggnad spolhall, tvätt och avisningsanläggning, Luleå Garnison",Fortifikationsverket,2019-06-13,"2019-10-01
Om 10 dagar"
Retzius GFHK - Ombyggnad,Akademiska Hus Aktiebolag,2019-06-12,
"Eldningsprodukter och drivmedel i bulk 2018, syntetiskt diesel",SKL Kommentus Inköpscentral AB,2019-06-13,
Spoldesinfektorer för inbyggnation till SU,Västra Götalandsregionen,2019-06-13,
"Skymningen 5, LKFs nya huvudkontor",Lunds Kommuns Fastighets AB,2019-06-13,"2019-10-02
Om 11 dagar"
Finplanering av mark - Ki Residence,Akademiska Hus Aktiebolag,2019-06-12,
Telefoni- och telematiktjänster,Göteborgs Stad Inköp och upphandling,2019-06-12,"2019-09-26
Om 5 dagar"
High Resolution masspectrometer (HRMS) - Q-Exactive Orbitrap LC-MS,Sveriges Lantbruksuniversitet,2019-06-10,
Spannremmen 2 Kumla,Kumla kommun,2019-06-10,"2019-09-27
Om 6 dagar"
Inbjudan till leverantörsvisning av Alternativ telefoni (hjälpmedel),Kronobergs läns landsting,2019-06-05,
Dynamiskt inköpssystem (DIS) Ekologisk frukt till Migrationsverkets personal,Migrationsverket,2019-06-11,Ansökan kan lämnas löpande
High Resolution masspectrometer (HRMS) - Q-Exactive Orbitrap LC-MS,Sveriges Lantbruksuniversitet,2019-06-10,
"6553 Klagshamn CSN Etapp 2, modernisering",VA SYD,2019-06-10,"2019-09-30
Om 9 dagar"
Dynamiskt inköpssystem för skol- och förskolepaviljonger,Halmstads kommun,2019-06-05,Ansökan kan lämnas löpande
Kompetens för upphandlingsverksamhet,Åtvidabergs kommun,2019-06-05,Ansökan kan lämnas löpande
"Förhandsannonsering av Bergsgård 1:6 m fl, RANAGÅRD, Etapp 1",Halmstads kommun,2019-05-31,
Möbler till förskola och skola,Göteborgs Stad Inköp och upphandling,2019-05-31,"2019-10-03
Om 12 dagar"
Upphandling av programmeringstjänster samt leverans av hårdvara – Uppgradering Styrsystem Etapp 2.2,KÄPPALAFÖRBUNDET,2019-05-29,
Helautomatiserad inbäddningsutrustning,Karolinska Universitetssjukhuset,2019-06-04,
Kommunikationsoperatör,Järfällahus AB,2019-05-31,"2019-10-01
Om 10 dagar"
Möbler till kontor och offentliga miljöer,Göteborgs Stad Inköp och upphandling,2019-05-31,"2019-10-23
Om 32 dagar"
Förhandsinsyn - avsikt att direktupphandla ett kontrakt,Kalix kommun,2019-05-29,
Luftrenare för behandling av svår perenn allergisk astma,Västra Götalandsregionen,2019-05-28,
Treälvsskolan byte brandlarm,Östersunds kommun,2019-05-27,
Förbrukningsartiklar till Smiths Medical Hotline Blood and Fluid Warmer,Blekinge Läns Landsting,2019-05-24,
Serviceresor,Region Sörmland,2019-05-24,"2019-10-03
Om 12 dagar"
Byte kombilarm på förskolor 2019,Östersunds kommun,2019-05-27,
Koncessionstjänst restauratör till Konstfack,KONSTFACK,2019-05-24,
Dynamiskt inköpssystem Natursten,Lunds kommun,2019-05-24,Ansökan kan lämnas löpande
Inverted lattice light sheet microscope,Kungliga Tekniska högskolan,2019-05-22,
Reservkraft,Ystad Energi AB,2019-05-22,"2019-09-22
Idag"
Förlängning av avtalstid gällande köp av förbrukning och underhåll av dialysutrustningar 2019,Blekinge Läns Landsting,2019-05-21,
Prekvalificering av underentreprenörer till Eltel,Eltel Networks Infranet AB,2019-05-21,Ansökan kan lämnas löpande
Upphandling av Slide scanning microscope,Kungliga Tekniska högskolan,2019-05-17,
Inbjudan till Produktvisning 2019-09-10 och 2019-09-12 inför kommande upphandling inom området Injektion och infusion,Västra Götalandsregionen,2019-05-21,
DIS - Dynamiskt inköpssystem för entreprenadkontrakt för VA-nät,Upphandling Södertörn,2019-05-21,Ansökan kan lämnas löpande
DIS Upphandlingskonsulter,SKL Kommentus Inköpscentral AB,2019-05-20,Ansökan kan lämnas löpande
RFI - Anropsstyrd trafik 2021 samt tilläggsresurser för anropsstyrd trafik 2020,Blekinge Läns Landsting,2019-05-17,
"LOV - Boendestöd, socialpsykiatri","Stockholms Stad, Socialförvaltningen",2019-05-17,Ansökan kan lämnas löpande
